lab_ID	Substrate	Enzyme_nm_g_hr	RunDay
10	PHOS	0	2018-07-31 00:00:00.000
11	AG	77.94826573	2018-07-31 00:00:00.000
11	BG	419.1935875	2018-07-31 00:00:00.000
11	BX	120.1520975	2018-07-31 00:00:00.000
11	CBH	48.31626547	2018-07-31 00:00:00.000
11	LAP	872.0164067	2018-07-31 00:00:00.000
11	NAG	66.86394671	2018-07-31 00:00:00.000
11	PER1	1.364026645	2018-07-31 00:00:00.000
11	PEROX	2.705773726	2018-07-31 00:00:00.000
11	PHENOX	1.341747081	2018-07-31 00:00:00.000
11	PHOS	43.64282169	2018-07-31 00:00:00.000
12	AG	66.81194553	2018-07-31 00:00:00.000
12	BG	387.834941	2018-07-31 00:00:00.000
12	BX	106.5252144	2018-07-31 00:00:00.000
12	CBH	45.8079126	2018-07-31 00:00:00.000
12	LAP	728.7975832	2018-07-31 00:00:00.000
12	NAG	40.40890671	2018-07-31 00:00:00.000
12	PER1	2.232474493	2018-07-31 00:00:00.000
12	PEROX	4.215666423	2018-07-31 00:00:00.000
12	PHENOX	1.983191929	2018-07-31 00:00:00.000
12	PHOS	203.735559	2018-07-31 00:00:00.000
25	AG	60.86136188	2018-07-31 00:00:00.000
25	BG	323.6283351	2018-07-31 00:00:00.000
25	BX	109.2798851	2018-07-31 00:00:00.000
25	CBH	38.41476501	2018-07-31 00:00:00.000
25	LAP	800.6547514	2018-07-31 00:00:00.000
25	NAG	32.62350032	2018-07-31 00:00:00.000
25	PER1	2.159057237	2018-07-31 00:00:00.000
25	PEROX	3.89967399	2018-07-31 00:00:00.000
25	PHENOX	1.740616753	2018-07-31 00:00:00.000
25	PHOS	155.7716152	2018-07-31 00:00:00.000
26	AG	73.79512719	2018-07-31 00:00:00.000
26	BG	442.6879289	2018-07-31 00:00:00.000
26	BX	108.8579417	2018-07-31 00:00:00.000
26	CBH	66.77440248	2018-07-31 00:00:00.000
26	LAP	820.714725	2018-07-31 00:00:00.000
26	NAG	41.00019669	2018-07-31 00:00:00.000
26	PER1	2.422055256	2018-07-31 00:00:00.000
26	PEROX	3.914128848	2018-07-31 00:00:00.000
26	PHENOX	1.492073592	2018-07-31 00:00:00.000
26	PHOS	180.9628981	2018-07-31 00:00:00.000
27	AG	100.2180237	2018-07-31 00:00:00.000
27	BG	568.3199717	2018-07-31 00:00:00.000
27	BX	136.4074525	2018-07-31 00:00:00.000
27	CBH	97.99406929	2018-07-31 00:00:00.000
27	LAP	1017.625142	2018-07-31 00:00:00.000
27	NAG	61.39170163	2018-07-31 00:00:00.000
27	PER1	2.344164008	2018-07-31 00:00:00.000
27	PEROX	4.161455832	2018-07-31 00:00:00.000
27	PHENOX	1.817291824	2018-07-31 00:00:00.000
27	PHOS	219.9562546	2018-07-31 00:00:00.000
28	AG	94.5962391	2018-07-31 00:00:00.000
28	BG	448.1834493	2018-07-31 00:00:00.000
28	BX	117.0059072	2018-07-31 00:00:00.000
28	CBH	66.37290035	2018-07-31 00:00:00.000
28	LAP	747.3369746	2018-07-31 00:00:00.000
28	NAG	49.15780554	2018-07-31 00:00:00.000
28	PER1	1.452107922	2018-07-31 00:00:00.000
28	PEROX	2.250302166	2018-07-31 00:00:00.000
28	PHENOX	0.798194244	2018-07-31 00:00:00.000
28	PHOS	61.5209619	2018-07-31 00:00:00.000
29	AG	47.87052482	2018-07-31 00:00:00.000
29	BG	312.5563714	2018-07-31 00:00:00.000
29	BX	83.53173869	2018-07-31 00:00:00.000
29	CBH	30.20026799	2018-07-31 00:00:00.000
29	LAP	770.8977343	2018-07-31 00:00:00.000
29	NAG	52.42329573	2018-07-31 00:00:00.000
29	PER1	1.718709854	2018-07-31 00:00:00.000
29	PEROX	2.32710656	2018-07-31 00:00:00.000
29	PHENOX	0.608396706	2018-07-31 00:00:00.000
29	PHOS	3.904230694	2018-07-31 00:00:00.000
30	AG	84.97871028	2018-07-31 00:00:00.000
30	BG	425.8689363	2018-07-31 00:00:00.000
30	BX	119.6158601	2018-07-31 00:00:00.000
30	CBH	79.47593789	2018-07-31 00:00:00.000
30	LAP	811.5070401	2018-07-31 00:00:00.000
30	NAG	44.27198909	2018-07-31 00:00:00.000
30	PER1	1.066166505	2018-07-31 00:00:00.000
30	PEROX	1.718252825	2018-07-31 00:00:00.000
30	PHENOX	0.65208632	2018-07-31 00:00:00.000
30	PHOS	0	2018-07-31 00:00:00.000
31	AG	82.86132784	2018-07-31 00:00:00.000
31	BG	554.9062137	2018-07-31 00:00:00.000
31	BX	100.3841888	2018-07-31 00:00:00.000
31	CBH	76.64567229	2018-07-31 00:00:00.000
31	LAP	807.393139	2018-07-31 00:00:00.000
31	NAG	48.95460303	2018-07-31 00:00:00.000
31	PER1	1.467738856	2018-07-31 00:00:00.000
31	PEROX	2.330040478	2018-07-31 00:00:00.000
31	PHENOX	0.862301622	2018-07-31 00:00:00.000
31	PHOS	97.379205	2018-07-31 00:00:00.000
32	AG	106.7376571	2018-07-31 00:00:00.000
32	BG	485.5517676	2018-07-31 00:00:00.000
32	BX	134.7734941	2018-07-31 00:00:00.000
32	CBH	93.45471728	2018-07-31 00:00:00.000
32	LAP	846.1975032	2018-07-31 00:00:00.000
32	NAG	38.66526572	2018-07-31 00:00:00.000
32	PER1	3.984316709	2018-07-31 00:00:00.000
32	PEROX	4.492952885	2018-07-31 00:00:00.000
32	PHENOX	0.508636176	2018-07-31 00:00:00.000
32	PHOS	138.7569303	2018-07-31 00:00:00.000
33	AG	93.27094286	2018-07-31 00:00:00.000
33	BG	640.6724629	2018-07-31 00:00:00.000
33	BX	164.4283956	2018-07-31 00:00:00.000
33	CBH	110.6931816	2018-07-31 00:00:00.000
33	LAP	721.5459179	2018-07-31 00:00:00.000
33	NAG	69.65106819	2018-07-31 00:00:00.000
33	PER1	2.042380685	2018-07-31 00:00:00.000
33	PEROX	3.062932456	2018-07-31 00:00:00.000
33	PHENOX	1.020551772	2018-07-31 00:00:00.000
33	PHOS	108.7941224	2018-07-31 00:00:00.000
34	AG	0	2018-07-31 00:00:00.000
34	BG	0	2018-07-31 00:00:00.000
34	BX	0	2018-07-31 00:00:00.000
34	CBH	0	2018-07-31 00:00:00.000
34	LAP	0	2018-07-31 00:00:00.000
34	NAG	0	2018-07-31 00:00:00.000
34	PER1	0	2018-07-31 00:00:00.000
34	PEROX	0	2018-07-31 00:00:00.000
34	PHENOX	0	2018-07-31 00:00:00.000
34	PHOS	0	2018-07-31 00:00:00.000
35	AG	81.1133946	2018-07-31 00:00:00.000
35	BG	451.8004699	2018-07-31 00:00:00.000
35	BX	124.7782259	2018-07-31 00:00:00.000
35	CBH	73.0522405	2018-07-31 00:00:00.000
35	LAP	707.7800464	2018-07-31 00:00:00.000
35	NAG	31.26048758	2018-07-31 00:00:00.000
35	PER1	2.765141197	2018-07-31 00:00:00.000
35	PEROX	4.34344061	2018-07-31 00:00:00.000
35	PHENOX	1.578299413	2018-07-31 00:00:00.000
35	PHOS	152.8246355	2018-07-31 00:00:00.000
36	AG	86.02101127	2018-07-31 00:00:00.000
36	BG	555.0310585	2018-07-31 00:00:00.000
36	BX	127.512802	2018-07-31 00:00:00.000
36	CBH	83.53505826	2018-07-31 00:00:00.000
36	LAP	808.0800016	2018-07-31 00:00:00.000
36	NAG	49.50148665	2018-07-31 00:00:00.000
36	PER1	2.595489188	2018-07-31 00:00:00.000
36	PEROX	4.520744909	2018-07-31 00:00:00.000
36	PHENOX	1.925255721	2018-07-31 00:00:00.000
36	PHOS	202.9051021	2018-07-31 00:00:00.000
49	AG	37.48602705	2018-07-31 00:00:00.000
49	BG	283.968783	2018-07-31 00:00:00.000
49	BX	57.21942349	2018-07-31 00:00:00.000
49	CBH	35.81040783	2018-07-31 00:00:00.000
49	LAP	730.778508	2018-07-31 00:00:00.000
49	NAG	5.382594263	2018-07-31 00:00:00.000
49	PER1	3.612142397	2018-07-31 00:00:00.000
49	PEROX	6.286356561	2018-07-31 00:00:00.000
49	PHENOX	2.674214163	2018-07-31 00:00:00.000
49	PHOS	178.3755302	2018-07-31 00:00:00.000
50	AG	45.93383443	2018-07-31 00:00:00.000
50	BG	429.1194986	2018-07-31 00:00:00.000
50	BX	95.42632992	2018-07-31 00:00:00.000
50	CBH	50.43988991	2018-07-31 00:00:00.000
50	LAP	945.8420413	2018-07-31 00:00:00.000
50	NAG	39.24797323	2018-07-31 00:00:00.000
50	PER1	3.252250676	2018-07-31 00:00:00.000
50	PEROX	5.82278481	2018-07-31 00:00:00.000
50	PHENOX	2.570534134	2018-07-31 00:00:00.000
50	PHOS	202.9885664	2018-07-31 00:00:00.000
51	AG	60.19840127	2018-07-31 00:00:00.000
51	BG	445.4484044	2018-07-31 00:00:00.000
51	BX	92.80323727	2018-07-31 00:00:00.000
51	CBH	60.54487209	2018-07-31 00:00:00.000
51	LAP	857.916624	2018-07-31 00:00:00.000
51	NAG	26.61927787	2018-07-31 00:00:00.000
51	PER1	4.251506968	2018-07-31 00:00:00.000
51	PEROX	6.219184351	2018-07-31 00:00:00.000
51	PHENOX	1.967677383	2018-07-31 00:00:00.000
51	PHOS	233.1118687	2018-07-31 00:00:00.000
52	AG	80.10523924	2018-07-31 00:00:00.000
52	BG	431.3312036	2018-07-31 00:00:00.000
52	BX	100.1907383	2018-07-31 00:00:00.000
52	CBH	63.4507606	2018-07-31 00:00:00.000
52	LAP	997.6430168	2018-07-31 00:00:00.000
52	NAG	34.30917555	2018-07-31 00:00:00.000
52	PER1	2.659051344	2018-07-31 00:00:00.000
52	PEROX	3.651191383	2018-07-31 00:00:00.000
52	PHENOX	0.992140039	2018-07-31 00:00:00.000
52	PHOS	41.10772638	2018-07-31 00:00:00.000
53	AG	36.06070515	2018-07-31 00:00:00.000
53	BG	306.9933372	2018-07-31 00:00:00.000
53	BX	81.15091864	2018-07-31 00:00:00.000
53	CBH	47.3046796	2018-07-31 00:00:00.000
53	LAP	755.0394613	2018-07-31 00:00:00.000
53	NAG	18.15356287	2018-07-31 00:00:00.000
53	PER1	3.554443932	2018-07-31 00:00:00.000
53	PEROX	5.326133009	2018-07-31 00:00:00.000
53	PHENOX	1.771689077	2018-07-31 00:00:00.000
53	PHOS	16.87003404	2018-07-31 00:00:00.000
54	AG	60.09828198	2018-07-31 00:00:00.000
54	BG	432.9195907	2018-07-31 00:00:00.000
54	BX	98.54284628	2018-07-31 00:00:00.000
54	CBH	46.60723358	2018-07-31 00:00:00.000
54	LAP	852.6231424	2018-07-31 00:00:00.000
54	NAG	22.25540268	2018-07-31 00:00:00.000
54	PER1	2.400537569	2018-07-31 00:00:00.000
54	PEROX	3.720635536	2018-07-31 00:00:00.000
54	PHENOX	1.320097967	2018-07-31 00:00:00.000
54	PHOS	1.506977515	2018-07-31 00:00:00.000
55	AG	40.95632387	2018-07-31 00:00:00.000
55	BG	332.7109905	2018-07-31 00:00:00.000
55	BX	74.92949987	2018-07-31 00:00:00.000
55	CBH	51.47017556	2018-07-31 00:00:00.000
55	LAP	806.5743847	2018-07-31 00:00:00.000
55	NAG	13.2932166	2018-07-31 00:00:00.000
55	PER1	2.770858854	2018-07-31 00:00:00.000
55	PEROX	4.841425524	2018-07-31 00:00:00.000
55	PHENOX	2.07056667	2018-07-31 00:00:00.000
55	PHOS	20.40063152	2018-07-31 00:00:00.000
56	AG	56.87847666	2018-07-31 00:00:00.000
56	BG	409.3172095	2018-07-31 00:00:00.000
56	BX	87.45536149	2018-07-31 00:00:00.000
56	CBH	50.1861445	2018-07-31 00:00:00.000
56	LAP	970.9235323	2018-07-31 00:00:00.000
56	NAG	23.14982433	2018-07-31 00:00:00.000
56	PER1	2.746139555	2018-07-31 00:00:00.000
56	PEROX	4.545531222	2018-07-31 00:00:00.000
56	PHENOX	1.799391667	2018-07-31 00:00:00.000
56	PHOS	97.93989373	2018-07-31 00:00:00.000
57	AG	45.64426942	2018-07-31 00:00:00.000
57	BG	367.5312807	2018-07-31 00:00:00.000
57	BX	79.49806849	2018-07-31 00:00:00.000
57	CBH	50.79104173	2018-07-31 00:00:00.000
57	LAP	762.874295	2018-07-31 00:00:00.000
57	NAG	22.3921812	2018-07-31 00:00:00.000
57	PER1	2.810158687	2018-07-31 00:00:00.000
57	PEROX	4.599853036	2018-07-31 00:00:00.000
57	PHENOX	1.789694349	2018-07-31 00:00:00.000
57	PHOS	126.529782	2018-07-31 00:00:00.000
58	AG	34.97091145	2018-07-31 00:00:00.000
58	BG	332.088688	2018-07-31 00:00:00.000
58	BX	55.66104449	2018-07-31 00:00:00.000
58	CBH	45.4581919	2018-07-31 00:00:00.000
58	LAP	937.3017014	2018-07-31 00:00:00.000
58	NAG	32.00898638	2018-07-31 00:00:00.000
58	PER1	2.763783043	2018-07-31 00:00:00.000
58	PEROX	4.759257068	2018-07-31 00:00:00.000
58	PHENOX	1.995474025	2018-07-31 00:00:00.000
58	PHOS	132.0139332	2018-07-31 00:00:00.000
59	AG	38.1714402	2018-07-31 00:00:00.000
59	BG	371.3515787	2018-07-31 00:00:00.000
59	BX	72.20773127	2018-07-31 00:00:00.000
59	CBH	42.55966187	2018-07-31 00:00:00.000
59	LAP	773.8976606	2018-07-31 00:00:00.000
59	NAG	26.32522807	2018-07-31 00:00:00.000
59	PER1	2.496968897	2018-07-31 00:00:00.000
59	PEROX	4.966735608	2018-07-31 00:00:00.000
59	PHENOX	2.469766711	2018-07-31 00:00:00.000
59	PHOS	154.537974	2018-07-31 00:00:00.000
60	AG	27.45327453	2018-07-31 00:00:00.000
60	BG	324.8674567	2018-07-31 00:00:00.000
60	BX	56.66853707	2018-07-31 00:00:00.000
60	CBH	30.86727743	2018-07-31 00:00:00.000
60	LAP	870.5521355	2018-07-31 00:00:00.000
60	NAG	25.63516893	2018-07-31 00:00:00.000
60	PER1	2.103525291	2018-07-31 00:00:00.000
60	PEROX	3.714098302	2018-07-31 00:00:00.000
60	PHENOX	1.610573011	2018-07-31 00:00:00.000
60	PHOS	107.2577226	2018-07-31 00:00:00.000
73	AG	33.52861687	2018-07-31 00:00:00.000
73	BG	331.4103137	2018-07-31 00:00:00.000
73	BX	66.05634758	2018-07-31 00:00:00.000
73	CBH	34.03336829	2018-07-31 00:00:00.000
73	LAP	669.0874531	2018-07-31 00:00:00.000
73	NAG	18.7301309	2018-07-31 00:00:00.000
73	PER1	2.638184556	2018-07-31 00:00:00.000
73	PEROX	6.12018511	2018-07-31 00:00:00.000
73	PHENOX	3.482000553	2018-07-31 00:00:00.000
73	PHOS	213.6228018	2018-07-31 00:00:00.000
74	AG	59.88384896	2018-07-31 00:00:00.000
74	BG	452.4188978	2018-07-31 00:00:00.000
74	BX	100.9911554	2018-07-31 00:00:00.000
74	CBH	60.22935089	2018-07-31 00:00:00.000
74	LAP	903.7653973	2018-07-31 00:00:00.000
74	NAG	29.97678501	2018-07-31 00:00:00.000
74	PER1	2.940030393	2018-07-31 00:00:00.000
74	PEROX	5.906965915	2018-07-31 00:00:00.000
74	PHENOX	2.966935522	2018-07-31 00:00:00.000
74	PHOS	229.0517898	2018-07-31 00:00:00.000
75	AG	51.39321973	2018-07-31 00:00:00.000
75	BG	373.1724856	2018-07-31 00:00:00.000
75	BX	77.04918456	2018-07-31 00:00:00.000
75	CBH	49.12111508	2018-07-31 00:00:00.000
75	LAP	801.554674	2018-07-31 00:00:00.000
75	NAG	30.30570023	2018-07-31 00:00:00.000
75	PER1	3.989582654	2018-07-31 00:00:00.000
75	PEROX	6.104336104	2018-07-31 00:00:00.000
75	PHENOX	2.11475345	2018-07-31 00:00:00.000
75	PHOS	231.2769951	2018-07-31 00:00:00.000
76	AG	78.62853635	2018-07-31 00:00:00.000
76	BG	333.7885328	2018-07-31 00:00:00.000
76	BX	105.1342409	2018-07-31 00:00:00.000
76	CBH	63.08705266	2018-07-31 00:00:00.000
76	LAP	1122.17156	2018-07-31 00:00:00.000
76	NAG	37.09110946	2018-07-31 00:00:00.000
76	PER1	2.59745457	2018-07-31 00:00:00.000
76	PEROX	5.91170468	2018-07-31 00:00:00.000
76	PHENOX	3.314250109	2018-07-31 00:00:00.000
76	PHOS	117.8991885	2018-07-31 00:00:00.000
77	AG	43.60810853	2018-07-31 00:00:00.000
77	BG	334.4735624	2018-07-31 00:00:00.000
77	BX	56.08221606	2018-07-31 00:00:00.000
77	CBH	26.93373541	2018-07-31 00:00:00.000
77	LAP	600.606553	2018-07-31 00:00:00.000
77	NAG	16.35783222	2018-07-31 00:00:00.000
77	PER1	1.981712372	2018-07-31 00:00:00.000
77	PEROX	0.2210644	2018-07-31 00:00:00.000
77	PHENOX	0	2018-07-31 00:00:00.000
77	PHOS	0	2018-07-31 00:00:00.000
78	AG	71.19910142	2018-07-31 00:00:00.000
78	BG	371.6382803	2018-07-31 00:00:00.000
78	BX	84.54181329	2018-07-31 00:00:00.000
78	CBH	58.61427151	2018-07-31 00:00:00.000
78	LAP	985.5399402	2018-07-31 00:00:00.000
78	NAG	27.090098	2018-07-31 00:00:00.000
78	PER1	1.769076098	2018-07-31 00:00:00.000
78	PEROX	1.61731513	2018-07-31 00:00:00.000
78	PHENOX	0	2018-07-31 00:00:00.000
78	PHOS	30.63847152	2018-07-31 00:00:00.000
79	AG	47.40638914	2018-07-31 00:00:00.000
79	BG	354.5301402	2018-07-31 00:00:00.000
79	BX	58.9204669	2018-07-31 00:00:00.000
79	CBH	31.97485441	2018-07-31 00:00:00.000
79	LAP	630.7667047	2018-07-31 00:00:00.000
79	NAG	15.55170148	2018-07-31 00:00:00.000
79	PER1	0	2018-07-31 00:00:00.000
79	PEROX	5.537493083	2018-07-31 00:00:00.000
79	PHENOX	5.642617164	2018-07-31 00:00:00.000
79	PHOS	112.4697321	2018-07-31 00:00:00.000
80	AG	54.8752539	2018-07-31 00:00:00.000
80	BG	407.6548193	2018-07-31 00:00:00.000
80	BX	83.25511073	2018-07-31 00:00:00.000
80	CBH	47.6998318	2018-07-31 00:00:00.000
80	LAP	764.4060776	2018-07-31 00:00:00.000
80	NAG	24.58146882	2018-07-31 00:00:00.000
80	PER1	0	2018-07-31 00:00:00.000
80	PEROX	0.40546001	2018-07-31 00:00:00.000
80	PHENOX	1.608127811	2018-07-31 00:00:00.000
80	PHOS	166.290948	2018-07-31 00:00:00.000
81	AG	66.81086928	2018-07-31 00:00:00.000
81	BG	478.6638046	2018-07-31 00:00:00.000
81	BX	115.834635	2018-07-31 00:00:00.000
81	CBH	80.13311798	2018-07-31 00:00:00.000
81	LAP	727.2726733	2018-07-31 00:00:00.000
81	NAG	37.21839598	2018-07-31 00:00:00.000
81	PER1	2.040815863	2018-07-31 00:00:00.000
81	PEROX	4.262917069	2018-07-31 00:00:00.000
81	PHENOX	2.222101205	2018-07-31 00:00:00.000
81	PHOS	214.6488491	2018-07-31 00:00:00.000
82	AG	0	2018-07-31 00:00:00.000
82	BG	0	2018-07-31 00:00:00.000
82	BX	0	2018-07-31 00:00:00.000
82	CBH	0	2018-07-31 00:00:00.000
82	LAP	0	2018-07-31 00:00:00.000
82	NAG	0	2018-07-31 00:00:00.000
82	PER1	0	2018-07-31 00:00:00.000
82	PEROX	0	2018-07-31 00:00:00.000
82	PHENOX	0	2018-07-31 00:00:00.000
82	PHOS	0	2018-07-31 00:00:00.000
83	AG	75.48456315	2018-07-31 00:00:00.000
83	BG	442.4594092	2018-07-31 00:00:00.000
83	BX	93.92932242	2018-07-31 00:00:00.000
83	CBH	65.31028555	2018-07-31 00:00:00.000
83	LAP	914.7727947	2018-07-31 00:00:00.000
83	NAG	35.13872905	2018-07-31 00:00:00.000
83	PER1	1.731275016	2018-07-31 00:00:00.000
83	PEROX	3.440354198	2018-07-31 00:00:00.000
83	PHENOX	1.709079182	2018-07-31 00:00:00.000
83	PHOS	137.2428122	2018-07-31 00:00:00.000
