Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
4WK	3	5	NAG	55.23641146	2017-08-07 00:00:00.000	2017-10-27 00:00:00.000
PRE	3	5	PER1	9.582467973	2017-07-03 00:00:00.000	2017-09-28 00:00:00.000
24H	3	5	PER1	15.5217656	2017-07-11 00:00:00.000	2017-09-28 00:00:00.000
1wk	3	5	PER1	0.876939762	2017-07-17 00:00:00.000	2017-09-20 00:00:00.000
4WK	3	5	PER1	0	2017-08-07 00:00:00.000	2017-10-27 00:00:00.000
PRE	3	5	PEROX	14.86686679	2017-07-03 00:00:00.000	2017-09-28 00:00:00.000
24H	3	5	PEROX	20.78689125	2017-07-11 00:00:00.000	2017-09-28 00:00:00.000
1wk	3	5	PEROX	0	2017-07-17 00:00:00.000	2017-09-20 00:00:00.000
4WK	3	5	PEROX	6.616240913	2017-08-07 00:00:00.000	2017-10-27 00:00:00.000
PRE	3	5	PHENOX	5.284398819	2017-07-03 00:00:00.000	2017-09-28 00:00:00.000
24H	3	5	PHENOX	5.265125652	2017-07-11 00:00:00.000	2017-09-28 00:00:00.000
1wk	3	5	PHENOX	0	2017-07-17 00:00:00.000	2017-09-20 00:00:00.000
4WK	3	5	PHENOX	8.231815175	2017-08-07 00:00:00.000	2017-10-27 00:00:00.000
PRE	3	5	PHOS	38.85844846	2017-07-03 00:00:00.000	2017-09-28 00:00:00.000
24H	3	5	PHOS	45.7550489	2017-07-11 00:00:00.000	2017-09-28 00:00:00.000
1wk	3	5	PHOS	164.5910048	2017-07-17 00:00:00.000	2017-09-20 00:00:00.000
4WK	3	5	PHOS	0	2017-08-07 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	AG	25.21310027	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	AG	5.832739972	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	AG	42.77955894	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	AG	17.26946029	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	BG	398.153115	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	BG	303.7502058	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	BG	463.2539926	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	BG	487.7271416	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	BX	114.7231878	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	BX	46.10376739	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	BX	51.86880339	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	BX	83.39723995	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	CBH	47.84371107	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	CBH	20.9738565	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	CBH	42.56408626	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	CBH	56.28005891	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	LAP	575.0416982	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	LAP	716.8140596	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	LAP	494.0372153	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	LAP	515.7969131	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	NAG	61.99064332	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	NAG	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	NAG	38.73633338	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	NAG	25.7337563	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	PER1	1.067400074	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	PER1	3.935773726	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	PER1	6.746549381	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	PER1	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	PEROX	7.413143585	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	PEROX	11.35474897	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	PEROX	7.651635762	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	PEROX	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	PHENOX	6.345743511	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	PHENOX	7.418975243	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	PHENOX	0.905086381	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	PHENOX	3.967189418	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	1	PHOS	1.871253224	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	1	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	1	PHOS	63.40236234	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	1	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	AG	50.77803587	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	AG	30.65005882	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	AG	45.96329007	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	AG	14.81044973	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	BG	534.0985824	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	BG	356.5524783	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	BG	405.4633592	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	BG	448.5421466	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	BX	128.483737	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	BX	68.9821502	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	BX	76.63598306	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	BX	87.65062571	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	CBH	60.46278385	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	CBH	29.97640222	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	CBH	48.33176774	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	CBH	51.92993815	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	LAP	572.3977701	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	LAP	553.8995219	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	LAP	646.3502659	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	LAP	575.8731826	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	NAG	68.83255472	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	NAG	30.52489941	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	NAG	36.32094958	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	NAG	19.53223363	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	PER1	0.789812224	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	PER1	9.132586519	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	PER1	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	PEROX	3.290249491	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	PEROX	13.40133363	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	PEROX	0.326304118	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	PEROX	3.375177268	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	PHENOX	2.500437268	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	PHENOX	4.268747115	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	PHENOX	2.738380047	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	PHENOX	6.808286724	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	2	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	2	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	2	PHOS	62.6021556	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	2	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	AG	69.65689574	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	AG	0.763193058	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	AG	75.66254744	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	AG	24.27646393	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	BG	565.8968296	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	BG	275.9291916	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	BG	530.0951242	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	BG	399.7355521	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	BX	144.7062908	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	BX	31.40990068	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	BX	123.517253	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	BX	98.12491351	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	CBH	74.10158209	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	CBH	17.869959	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	CBH	67.8258053	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	CBH	47.25978638	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	LAP	616.2934323	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	LAP	547.0626245	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	LAP	615.0247054	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	LAP	512.5981548	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	NAG	125.4560585	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	NAG	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	NAG	76.87959879	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	NAG	39.85247772	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	PER1	0.229907596	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	PER1	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	PER1	1.005711843	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	PER1	0.720961021	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	PEROX	6.658028032	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	PEROX	6.138642971	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	PEROX	4.351927055	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	PEROX	4.579519601	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	PHENOX	6.428120436	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	PHENOX	9.442010094	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	PHENOX	3.346215212	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	PHENOX	3.85855858	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	3	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	3	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	3	PHOS	50.39961894	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	3	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	AG	47.48497113	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	AG	13.94644858	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	AG	41.01290834	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	AG	35.10726085	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	BG	434.3166095	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	BG	336.3326067	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	BG	400.2035655	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	BG	447.0075929	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	BX	104.8719203	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	BX	62.78833808	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	BX	69.75966722	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	BX	70.2306471	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	CBH	55.414339	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	CBH	28.56325517	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	CBH	23.63874557	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	CBH	49.20950049	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	LAP	446.375414	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	LAP	614.4469518	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	LAP	641.7868044	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	LAP	587.6016353	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	NAG	55.00227755	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	NAG	41.17998254	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	NAG	30.2186044	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	NAG	20.56159399	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	PER1	7.005472879	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	PER1	7.689773193	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	PER1	2.843831147	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	PER1	6.431264939	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	PEROX	8.280390161	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	PEROX	11.19439215	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	PEROX	3.962826309	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	PEROX	4.274924632	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	PHENOX	1.274917282	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	PHENOX	3.504618954	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	PHENOX	1.118995162	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	PHENOX	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	4	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	4	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	4	PHOS	1.491020171	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	4	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	AG	43.89250141	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	AG	11.76436146	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	AG	31.33332507	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	AG	40.00600755	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	BG	464.5353276	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	BG	366.6182596	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	BG	465.1597425	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	BG	541.8054821	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	BX	97.71393068	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	BX	61.03261814	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	BX	65.40839876	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	BX	92.82604799	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	CBH	50.28184315	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	CBH	29.97240701	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	CBH	29.09133449	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	CBH	62.2174223	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	LAP	463.6905979	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	LAP	517.6487037	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	LAP	685.5919169	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	LAP	667.9143927	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	NAG	66.054206	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	NAG	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	NAG	49.39561707	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	NAG	39.40581201	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	PER1	9.150554027	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	PER1	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	PER1	3.065317068	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	PER1	1.059729243	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	PEROX	9.049720058	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	PEROX	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	PEROX	5.164079162	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	PEROX	7.908267781	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	PHENOX	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	PHENOX	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	PHENOX	2.098762094	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	PHENOX	6.848538538	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	4	5	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	4	5	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	4	5	PHOS	89.36170908	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	4	5	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	AG	22.65337228	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	AG	9.665539647	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	AG	51.18087061	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	AG	2.574599984	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	BG	224.3068877	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	BG	271.0147964	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	BG	443.5551225	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	BG	291.9099131	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	BX	51.41703554	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	BX	56.21946546	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	BX	86.45746113	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	BX	41.25191845	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	CBH	20.39589224	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	CBH	25.15076107	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	CBH	61.08015763	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	CBH	34.70767638	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	LAP	497.9438267	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	LAP	648.9321511	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	LAP	652.20951	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	LAP	459.3996007	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	NAG	67.87376784	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	NAG	54.81888619	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	NAG	54.13592077	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	NAG	6.329098407	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	PER1	4.899830428	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	PER1	6.989950824	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	PER1	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	PER1	2.774954898	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	PEROX	6.249803987	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	PEROX	9.282417517	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	PEROX	2.327068904	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	PEROX	8.530976727	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	PHENOX	1.349973559	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	PHENOX	2.292466694	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	PHENOX	5.249726225	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	PHENOX	5.75602183	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	1	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	1	PHOS	0	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	1	PHOS	0	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	1	PHOS	0	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	AG	63.87719035	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	AG	6.768057014	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	AG	42.9877349	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	AG	28.46028844	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	BG	692.4766191	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	BG	243.2477763	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	BG	486.8943635	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	BG	372.4320876	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	BX	157.44987	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	BX	55.08295373	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	BX	68.62635797	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	BX	78.27471358	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	CBH	58.51328133	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	CBH	23.27427863	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	CBH	49.59106082	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	CBH	50.59947132	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	LAP	459.5035909	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	LAP	454.5049044	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	LAP	598.9429055	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	LAP	403.3707022	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	NAG	105.0924851	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	NAG	36.91152312	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	NAG	39.89823385	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	NAG	31.50351676	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	PER1	6.488143544	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	PER1	9.198410437	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	PER1	2.395868514	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	PER1	2.376873188	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	PEROX	7.173889346	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	PEROX	13.27517624	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	PEROX	5.789277153	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	PEROX	6.1714676	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	PHENOX	0.685745802	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
24H	5	2	PHENOX	4.076765803	2017-07-13 00:00:00.000	2017-09-28 00:00:00.000
1wk	5	2	PHENOX	3.393408639	2017-07-19 00:00:00.000	2017-09-20 00:00:00.000
4WK	5	2	PHENOX	3.794594412	2017-08-09 00:00:00.000	2017-10-27 00:00:00.000
PRE	5	2	PHOS	0	2017-07-04 00:00:00.000	2017-09-28 00:00:00.000
