Trt	Plot	Sample	Substrate	Enzyme_nm_g_hr	SampDate	RunDay
1wk	11	2	LAP	464.8888394	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	LAP	466.7717689	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	NAG	23.39368777	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	NAG	25.62468442	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	NAG	20.24992878	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	NAG	22.36386733	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	PER1	9.796852884	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	PER1	0.107689829	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	PER1	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	PEROX	9.597050668	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	PEROX	8.040335254	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	PEROX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	PEROX	2.99749486	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	PHENOX	7.932645425	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	PHENOX	4.28173515	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	PHENOX	3.79238609	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	2	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	2	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	2	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	AG	13.75221232	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	AG	27.89544145	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	AG	1.390883493	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	AG	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	BG	514.1283896	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	BG	377.6963936	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	BG	272.6069045	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	BG	336.296476	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	BX	61.49634878	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	BX	57.38349468	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	BX	26.59558341	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	BX	42.45633303	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	CBH	40.05090542	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	CBH	1.402330151	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	CBH	1.419765783	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	CBH	27.21755889	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	LAP	507.0663255	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	LAP	603.4216603	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	LAP	428.6379846	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	LAP	511.8650525	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	NAG	52.44933561	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	NAG	19.7622027	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	NAG	10.93274624	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	NAG	19.83650527	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	PER1	3.402114708	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	PER1	4.175317469	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	PER1	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	PER1	2.823320098	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	PEROX	6.037391238	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	PEROX	8.412640973	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	PEROX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	PEROX	3.494474205	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	PHENOX	2.63527653	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	PHENOX	4.237323504	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	PHENOX	3.311922016	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	PHENOX	0.671154107	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	3	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	3	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	3	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	3	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	AG	5.854498359	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	AG	46.86595458	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	AG	30.11486112	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	AG	11.3184255	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	BG	305.2487908	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	BG	356.2292306	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	BG	450.3552342	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	BG	391.0343267	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	BX	33.61440692	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	BX	54.51604258	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	BX	75.82628833	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	BX	45.67647501	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	CBH	24.89925737	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	CBH	38.48760883	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	CBH	40.67563847	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	LAP	428.7701904	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	LAP	621.4093704	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	LAP	506.4447727	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	LAP	574.3065905	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	NAG	20.50560957	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	NAG	29.15300306	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	NAG	40.28434825	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	NAG	21.14625624	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	PER1	5.551968241	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	PER1	2.823317425	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	PER1	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	PEROX	11.13954147	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	PEROX	8.518163486	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	PEROX	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	PEROX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	PHENOX	5.587573228	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	PHENOX	5.694846061	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	PHENOX	4.614001216	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	PHENOX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	4	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	4	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	4	PHOS	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	4	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	AG	17.39490933	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	AG	26.95458291	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	AG	24.54885915	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	AG	21.08756967	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	BG	346.3624844	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	BG	396.2796833	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	BG	267.7801733	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	BG	426.160495	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	BX	45.00660382	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	BX	57.04643595	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	BX	41.74228413	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	BX	66.21432627	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	CBH	28.18251533	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	CBH	7.636398818	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	CBH	23.86297242	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	CBH	40.90894392	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	LAP	341.8734143	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	LAP	573.3439716	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	LAP	465.5785442	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	LAP	536.1415754	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	NAG	10.89124928	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	NAG	14.96194427	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	NAG	7.243200231	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	NAG	30.43150199	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	PER1	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	PER1	2.872684156	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	PER1	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	PER1	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	PEROX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	PEROX	8.011315439	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	PEROX	4.237861546	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	PEROX	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	PHENOX	5.138631283	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	PHENOX	5.971100956	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	PHENOX	1.86041402	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	11	5	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	11	5	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	11	5	PHOS	47.97492743	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	11	5	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	AG	11.67115695	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	AG	6.430614054	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	AG	26.22515883	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	AG	38.20366162	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	BG	388.1622835	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	BG	247.3516116	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	BG	349.8516433	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	BG	570.0642502	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	BX	40.17404028	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	BX	19.83700309	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	BX	66.18809146	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	BX	97.3947802	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	CBH	32.13899232	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	CBH	27.54355119	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	CBH	56.02428664	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	LAP	460.0224115	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	LAP	439.1740441	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	LAP	567.6106564	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	LAP	729.5909007	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	NAG	1.497344887	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	NAG	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	NAG	22.42821856	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	NAG	32.46570027	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	PER1	4.050214264	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	PER1	9.296910139	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	PER1	1.074151634	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	PER1	3.216967057	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	PEROX	5.244395303	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	PEROX	19.57461745	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	PEROX	9.115342187	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	PEROX	11.69570641	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	PHENOX	1.194181038	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	PHENOX	10.27770731	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	PHENOX	8.041190553	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	PHENOX	8.478739349	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	1	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	1	PHOS	4.060785371	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	1	PHOS	163.3117142	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	1	PHOS	49.02352508	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	AG	10.82585632	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	AG	49.81987223	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	AG	19.15574777	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	AG	54.82672956	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	BG	441.2048427	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	BG	456.0177048	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	BG	300.3393888	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	BG	663.9609086	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	BX	53.84865249	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	BX	53.08307506	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	BX	29.91283732	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	BX	141.2899164	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	CBH	32.36842091	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	CBH	4.968493123	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	CBH	0	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	CBH	73.31306524	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	LAP	519.7022993	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	LAP	505.5801216	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	LAP	431.5780057	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	LAP	654.6187517	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	NAG	7.3223685	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	NAG	12.3917222	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	NAG	1.626799488	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	NAG	51.62006656	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	PER1	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	PER1	4.633966872	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	PER1	7.595848542	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	PER1	3.678888185	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	PEROX	0.809901436	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	PEROX	15.4354742	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	PEROX	16.06003472	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	PEROX	11.80967051	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	PHENOX	3.604787158	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	PHENOX	10.80150733	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	PHENOX	8.464186174	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	PHENOX	8.130782324	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	2	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	2	PHOS	9.734639432	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	2	PHOS	272.4731411	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	2	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	AG	61.87479674	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	AG	7.192628519	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	AG	10.48237849	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	AG	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	BG	637.8728395	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	BG	265.0808529	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	BG	278.4871575	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	BG	302.3549291	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	BX	93.83295891	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	BX	27.51262955	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	BX	46.41517067	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	BX	34.79310128	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	CBH	59.18054232	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	CBH	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	CBH	12.59039988	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	CBH	23.29208699	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	LAP	685.8388557	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	LAP	531.7418321	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	LAP	560.3524307	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	LAP	507.6085119	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	NAG	69.62554901	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	NAG	2.750167879	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	NAG	20.82331437	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	NAG	2.439698198	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	PER1	6.874490842	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	PER1	7.908843804	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	PER1	4.081393079	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	PER1	2.563988625	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	PEROX	6.557899583	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	PEROX	17.73432029	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	PEROX	9.920288319	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	PEROX	13.67149231	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	PHENOX	9.825476485	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	PHENOX	5.83889524	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	PHENOX	11.10750368	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	3	PHOS	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	3	PHOS	0	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	3	PHOS	155.8116732	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	3	PHOS	0	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	AG	36.34331389	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	AG	23.92466348	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	AG	24.92717872	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	AG	32.01251136	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	BG	554.354543	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	BG	504.4869075	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	BG	321.7775965	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	BG	474.9159341	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	BX	87.87754695	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	BX	52.65690323	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	BX	82.51390366	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	BX	82.99107131	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	CBH	48.54208316	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	CBH	2.021516569	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	CBH	29.57813928	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	CBH	47.17798626	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	LAP	565.4804696	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	LAP	613.4075443	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	LAP	539.5174464	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	LAP	612.0300149	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	NAG	24.15126608	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	NAG	14.48574969	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	NAG	32.30759479	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	NAG	34.04341512	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	PER1	4.390278926	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	PER1	2.42828101	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	PER1	4.032321057	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	PER1	2.900865108	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	PEROX	0.874050208	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
24H	12	4	PEROX	12.6595477	2017-07-14 00:00:00.000	2017-10-06 00:00:00.000
1wk	12	4	PEROX	9.962194728	2017-07-20 00:00:00.000	2017-09-20 00:00:00.000
4WK	12	4	PEROX	10.53388	2017-08-10 00:00:00.000	2017-10-27 00:00:00.000
PRE	12	4	PHENOX	0	2017-07-05 00:00:00.000	2017-09-28 00:00:00.000
